color_diversity,saturation,total_reach
0.5879247312975376,36.867351466049385,19454
0.7732567894659674,34.8758906458373,15556
0.8941736664865875,36.9233515625,7391
0.9802361348350791,150.61723163841808,7760
0.9960994385390787,44.02895082498156,13772
0.7803127887336673,57.565247090571766,13237
1.0120473146075573,156.9333567386725,14297
1.0867968579898473,130.04742025262257,7203
0.8083292433147968,63.333942098350036,12176
0.939039322514239,33.85639172152661,16981
0.9105694187806538,43.39065066226518,12730
0.7633671552682572,38.38447436200245,13053
0.7139194072469062,36.293363130376115,13869
0.8357025862185803,199.05674029587405,10226
0.9098541352691478,40.12553418803419,14450
0.9805080326923339,161.4248271889401,13673
0.888817811817769,205.4533754572664,12431
1.051379609382579,141.59827735457063,13423
0.9353373920520818,63.41220478809447,12594
0.7082424282425608,36.209493670886076,14545
